Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,State,City,Product_ID,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Unit_Cost,Shipping_Cost,Marketing_Cost,Payment_Mode,Sales_Channel,Order_Status,Salesperson,Production_City,Customer_Rating,Return_Reason
ORD001014,2024-12-10,C0435,Customer 435,Consumer,South,Karnataka,Bengaluru,P007,Furniture,Study Table,0,10174.57,5,8111.08,120,0,COD,Retail Store,Delivered,Sonal,Delhi,5,
ORD001015,2025-07-15,C0426,Customer 426,Consumer,North,Rajasthan,Jodhpur,P009,Furniture,Sofa,2,19271.36,5,21189.74,200,391.19,COD,Retail Store,Delivered,Priyanka,Nagpur,,
ORD001016,2025-03-05,C0081,Customer 81,Home Office,North,Uttar Pradesh,Lucknow,P012,Office Supplies,Pen Box,3,174.29,22,103.68,80,15.25,Debit Card,Online,Delivered,Ramesh,Pune,3,
ORD001017,2025-07-31,C0084,Customer 84,Consumer,West,Maharashtra,Pune,P015,Appliances,Mixer Grinder,1,3386.22,0,2372.44,450,144.25,Wallet,Marketplace,Delivered,Nitin,Bengaluru,5,
ORD001018,2024-03-27,C0591,Customer 591,Consumer,North,Rajasthan,Jodhpur,P016,Appliances,Water Purifier,8,10525.34,28,9827.5,540,5000.99,Wallet,Online,Returned,Nitin,Chennai,5,
ORD001019,2024-08-24,C0079,Meera Joshi,Consumer,North,Rajasthan,Jodhpur,P016,Appliances,Water Purifier,1,11061.68,25,9822.96,600,653.23,Net Banking,Retail Store,Delivered,Farhan,Bengaluru,1,
ORD001020,2024-01-27,C0575,Customer 575,Consumer,West,Gujarat,Surat,P017,Appliances,LED Bulb Pack,1,475.14,7,282.87,150,21.33,Wallet,Online,Delivered,Priyanka,Pune,1,
ORD001021,2024-09-22,C0176,Customer 176,Home Office,North,Delhi,Delhi,P004,Electronics,Monitor,2,14437.08,15,9059.19,300,675.31,Debit Card,Online,Returned,Kavita,Ahmedabad,4,Late Delivery
ORD001022,2024-07-21,C0516,Customer 516,Consumer,South,Tamil Nadu,Chennai,P008,Furniture,Bookshelf,2,6315.05,18,4235.46,600,663.47,COD,Retail Store,Delivered,Imran,Mumbai,3,
ORD001023,2024-05-11,C0072,Customer 72,Corporate,West,Maharashtra,Mumbai,P006,Furniture,Office Chair,2,8190.11,22,5846.08,150,904.68,Wallet,Retail Store,Returned,Kavita,Jaipur,4,Damaged
ORD001024,2024-05-02,C0367,Customer 367,Corporate,South,Tamil Nadu,Chennai,P009,Furniture,Sofa,1,22414.8,3,18439.89,80,1226.94,COD,Marketplace,Delivered,Nitin,Chennai,,
ORD001025,2024-04-24,C0439,Customer 439,Small Business,North,Uttar Pradesh,Noida,P010,Office Supplies,Notebook Pack,2,220.87,10,120.66,150,19.94,Net Banking,Retail Store,Delivered,Mehul,Hyderabad,,
ORD001026,2025-01-20,C0069,Customer 69,Consumer,East,West Bengal,Kolkata,P007,Furniture,Study Table,1,8056.13,25,6977.02,150,203.67,Wallet,Retail Store,In Transit,Jay,Udaipur,1,
ORD001027,2024-12-11,C0063,Customer 63,Consumer,South,Karnataka,Bengaluru,P014,Appliances,Air Cooler,4,9423.42,0,6272.59,150,935.8,Credit Card,Online,Delivered,Imran,Bengaluru,,
ORD001028,2024-04-23,C0616,Priya Nair,Corporate,North,Rajasthan,Udaipur,P010,Office Supplies,Notebook Pack,2,173.37,7,130.04,250,5.25,Debit Card,Retail Store,Delivered,Asha,Chennai,5,
ORD001029,2025-08-03,C0319,Customer 319,Consumer,East,West Bengal,Kolkata,P005,Electronics,Keyboard,2,838.4,26,499.8,200,43.45,Debit Card,Retail Store,Returned,Asha,Chennai,5,Late Delivery
ORD001030,2025-04-13,C0391,Customer 391,Home Office,West,Maharashtra,Nagpur,P014,Appliances,Air Cooler,3,6776.13,5,6098.17,250,297.67,Credit Card,Online,Delivered,Asha,Chennai,2,
ORD001031,2025-09-11,C0153,Customer 153,Home Office,South,Tamil Nadu,Chennai,P010,Office Supplies,Notebook Pack,1,246.92,3,120.48,200,14.23,Credit Card,Marketplace,Delivered,Mehul,Nagpur,1,
ORD001032,2024-04-02,C0261,Customer 261,Corporate,West,Gujarat,Surat,P002,Electronics,Smartphone,2,25173.05,10,20137.12,150,1899.27,Net Banking,Distributor,Delivered,Kavita,Ahmedabad,3,
ORD001033,2024-02-02,C0573,Customer 573,Home Office,South,Tamil Nadu,Chennai,P017,Appliances,LED Bulb Pack,5,517.78,15,294.9,810,62.57,COD,Online,Delivered,Priyanka,Bengaluru,4,
ORD001034,2024-05-24,C0207,Customer 207,Corporate,East,West Bengal,Kolkata,P001,Electronics,Laptop,1,41643.19,32,41343.73,450,1491.54,Net Banking,Distributor,Delivered,Priyanka,Hyderabad,1,
ORD001035,2025-11-26,C0023,Customer 23,Consumer,North,Uttar Pradesh,Noida,P014,Appliances,Air Cooler,3,8334.66,0,5991.72,600,378.35,Debit Card,Marketplace,Delivered,Farhan,Hyderabad,,
ORD001036,2025-01-15,C0433,Customer 433,Consumer,South,Telangana,Hyderabad,P001,Electronics,Laptop,4,53196.15,10,43967.18,300,8625.18,COD,Distributor,Delivered,Ramesh,Chennai,3,
ORD001037,2025-02-14,C0419,Customer 419,Consumer,East,Odisha,Bhubaneswar,P008,Furniture,Bookshelf,2,4849.79,18,4407.94,150,533.24,UPI,Distributor,Delivered,Ramesh,Hyderabad,2,
ORD001038,2024-05-15,C0332,Customer 332,Small Business,South,Telangana,Hyderabad,P016,Appliances,Water Purifier,2,14239.88,12,10212.47,250,1100.7,UPI,Marketplace,Delivered,Kavita,Chennai,3,
ORD001039,2025-01-20,C0082,Customer 82,Small Business,North,Rajasthan,Jodhpur,P005,Electronics,Keyboard,2,741.95,20,577.88,150,82.1,Debit Card,Marketplace,Returned,Priyanka,Hyderabad,1,Late Delivery
ORD001040,2025-11-19,C0433,Customer 433,Consumer,South,Telangana,Hyderabad,P007,Furniture,Study Table,1,10660.41,12,7523.33,200,162.55,Wallet,Retail Store,Delivered,Kavita,Gandhinagar,2,
ORD001041,2024-08-11,C0049,Customer 49,Corporate,West,Gujarat,Surat,P015,Appliances,Mixer Grinder,6,3231.04,5,2695.87,270,570.08,COD,Distributor,Delivered,Ramesh,Hyderabad,5,
ORD001042,2024-05-18,C0508,Customer 508,Corporate,West,Maharashtra,Mumbai,P009,Furniture,Sofa,5,27067.33,10,20106.31,270,5328.43,Net Banking,Marketplace,Delivered,Jay,Mumbai,1,
ORD001043,2024-12-08,C0571,Customer 571,Consumer,West,Gujarat,Gandhinagar,P016,Appliances,Water Purifier,1,11761.36,5,10146.24,200,292.89,Net Banking,Retail Store,Delivered,Kavita,Bengaluru,1,
ORD001044,2024-09-13,C0585,Customer 585,Consumer,South,Tamil Nadu,Chennai,P009,Furniture,Sofa,4,22901.66,3,19448.09,300,3914.78,Debit Card,Retail Store,Delivered,Mehul,Mysuru,2,
ORD001045,2025-09-21,C0033,Customer 33,Consumer,North,Rajasthan,Udaipur,P001,Electronics,Laptop,6,43992.89,8,41500.84,540,13520.84,COD,Marketplace,Delivered,Mehul,Ahmedabad,1,
ORD001046,2024-07-23,C0459,Customer 459,Consumer,South,Tamil Nadu,Chennai,P009,Furniture,Sofa,2,23425.17,0,19147.69,600,2035.48,Wallet,Marketplace,Delivered,Asha,Nagpur,4,
ORD001047,2025-02-16,C0151,Customer 151,Home Office,West,Maharashtra,Nagpur,P001,Electronics,Laptop,4,43182.86,5,41733.11,150,7784.87,Wallet,Retail Store,Delivered,Asha,Ahmedabad,,
ORD001048,2025-11-12,C0285,Customer 285,Consumer,West,Maharashtra,Pune,P016,Appliances,Water Purifier,4,14205.68,0,9345.15,450,1636.77,Debit Card,Marketplace,Delivered,Kavita,Hyderabad,2,
ORD001049,2025-02-18,C0513,Customer 513,Consumer,West,Gujarat,Ahmedabad,P011,Office Supplies,Printer Paper,1,410.33,5,247.14,150,22.9,COD,Marketplace,Delivered,Kavita,Pune,3,
ORD001050,2025-03-01,C0417,Customer 417,Small Business,North,Rajasthan,Jodhpur,P014,Appliances,Air Cooler,2,6730.08,28,6142.7,150,373.75,Debit Card,Marketplace,Delivered,Mehul,Pune,5,
ORD001051,2024-11-14,C0551,Customer 551,Consumer,West,Maharashtra,Mumbai,P012,Office Supplies,Pen Box,3,220.99,7,96.78,120,37.02,Net Banking,Distributor,Delivered,Mehul,Patna,5,
ORD001052,2024-05-03,C0636,Customer 636,Home Office,North,Rajasthan,Udaipur,P006,Furniture,Office Chair,1,5664.86,12,5162.27,80,337.84,UPI,Distributor,Delivered,Farhan,Patna,2,
ORD001053,2024-06-19,C0161,Customer 161,Consumer,North,Uttar Pradesh,Noida,P004,Electronics,Monitor,4,14163.09,12,9285.42,120,1057.67,Credit Card,Marketplace,Delivered,Kavita,Bengaluru,3,
ORD001054,2025-08-09,C0256,Customer 256,Consumer,North,Rajasthan,Jaipur,P003,Electronics,Bluetooth Speaker,2,2990.4,5,2052.82,250,62.88,UPI,Online,Delivered,Ramesh,Chennai,5,
ORD001055,2024-10-31,C0680,Customer 680,Corporate,South,Karnataka,Mysuru,P011,Office Supplies,Printer Paper,2,302.94,3,285.96,150,24.16,Credit Card,Marketplace,Delivered,Asha,Jaipur,5,
ORD001056,2024-09-03,C0633,Customer 633,Consumer,North,Uttar Pradesh,Lucknow,P004,Electronics,Monitor,1,12033.48,5,10661.9,150,216.63,Wallet,Online,Cancelled,Farhan,Pune,5,
ORD001057,2025-02-01,C0086,Customer 86,Home Office,West,Maharashtra,Mumbai,P016,Appliances,Water Purifier,2,14607.19,7,10836.18,200,1214.48,Wallet,Online,Delivered,Ramesh,Chennai,1,
ORD001058,2024-11-21,C0649,Customer 649,Consumer,East,Bihar,Patna,P012,Office Supplies,Pen Box,2,141.97,15,103.62,600,13.27,Credit Card,Marketplace,Returned,Sonal,Nagpur,2,
ORD001059,2025-07-28,C0046,Customer 46,Consumer,West,Maharashtra,Pune,P011,Office Supplies,Printer Paper,4,411.01,0,283.74,450,20.05,UPI,Retail Store,Delivered,Imran,Patna,3,
ORD001060,2025-04-08,C0270,Customer 270,Home Office,West,Maharashtra,Nagpur,P015,Appliances,Mixer Grinder,10,3241.66,7,2300,540,1030.28,UPI,Online,Delivered,Farhan,Pune,3,
ORD001061,2025-04-24,C0573,Customer 573,Home Office,South,Tamil Nadu,Chennai,P016,Appliances,Water Purifier,3,13234.38,10,9889.33,200,1169.96,Wallet,Retail Store,Delivered,Imran,Hyderabad,5,
ORD001062,2025-09-15,C0199,Reliance Retail,Home Office,East,West Bengal,Kolkata,P013,Office Supplies,Stapler,1,243.07,33,187.11,250,12.84,COD,Distributor,Delivered,Kavita,Kolkata,5,
ORD001063,2025-01-21,C0125,Customer 125,Corporate,East,Bihar,Patna,P009,Furniture,Sofa,2,17028.51,10,18713.21,80,1737.03,Wallet,Retail Store,Delivered,Imran,Noida,,
ORD001064,2025-05-20,C0523,Customer 523,Consumer,West,Maharashtra,Pune,P017,Appliances,LED Bulb Pack,2,505.4,5,288.58,300,49.24,Credit Card,Retail Store,Cancelled,Nitin,Pune,1,
ORD001065,2025-01-19,C0215,Customer 215,Small Business,South,Telangana,Hyderabad,P002,Electronics,Smartphone,2,29270.51,22,20192.1,600,2055.91,Debit Card,Retail Store,Delivered,Priyanka,Bengaluru,3,
ORD001066,2024-06-23,C0151,Customer 151,Home Office,West,Maharashtra,Nagpur,P003,Electronics,Bluetooth Speaker,1,2587.53,10,2033,600,61.39,UPI,Online,Delivered,Jay,Bengaluru,5,
ORD001067,2025-05-23,C0331,Customer 331,Consumer,East,West Bengal,Kolkata,P004,Electronics,Monitor,5,11611.87,15,9624.39,810,1482.49,Net Banking,Marketplace,Delivered,Nitin,Chennai,5,
ORD001068,2025-05-01,C0580,Customer 580,Corporate,South,Karnataka,Bengaluru,P007,Furniture,Study Table,2,11739.75,3,7513.16,600,1000.47,Credit Card,Distributor,Delivered,Imran,Jodhpur,2,
ORD001069,2025-09-11,C0679,Diya Reddy,Corporate,East,West Bengal,Kolkata,P006,Furniture,Office Chair,2,6049.29,5,5626.62,250,125.89,Credit Card,Distributor,Returned,Nitin,Mumbai,1,Damaged
ORD001070,2024-01-24,C0384,Krishna Jain,Consumer,West,Gujarat,Surat,P017,Appliances,LED Bulb Pack,2,512.5,3,263.97,450,12.35,Debit Card,Marketplace,Delivered,Imran,Hyderabad,4,
ORD001071,2024-11-13,C0307,Customer 307,Consumer,North,Uttar Pradesh,Lucknow,P003,Electronics,Bluetooth Speaker,1,2732.19,5,1835.65,300,128.12,Debit Card,Distributor,Delivered,Kavita,Ahmedabad,5,
ORD001072,2025-02-08,C0328,Customer 328,Home Office,North,Delhi,Delhi,P005,Electronics,Keyboard,1,1005.98,5,592.01,450,10.19,UPI,Marketplace,Delivered,Mehul,Chennai,1,
ORD001073,2024-03-02,C0622,Customer 622,Consumer,North,Uttar Pradesh,Lucknow,P017,Appliances,LED Bulb Pack,1,385.01,3,282.23,150,10.38,Debit Card,Retail Store,Delivered,Nitin,Hyderabad,,
ORD001074,2024-04-30,C0488,Customer 488,Consumer,West,Gujarat,Surat,P009,Furniture,Sofa,2,22293.99,7,20897.19,250,1891.96,Wallet,Distributor,Delivered,Kavita,Mumbai,4,
ORD001075,2024-04-20,C0578,Customer 578,Corporate,West,Maharashtra,Mumbai,P006,Furniture,Office Chair,10,7463.88,18,5469.74,360,1860.22,Debit Card,Retail Store,In Transit,Mehul,Jaipur,5,
ORD001076,2024-04-09,C0127,Customer 127,Consumer,South,Karnataka,Bengaluru,P011,Office Supplies,Printer Paper,3,450.79,3,278.96,600,22.55,Debit Card,Marketplace,Delivered,Nitin,Lucknow,3,
ORD001077,2024-05-15,C0650,Customer 650,Home Office,East,Bihar,Patna,P016,Appliances,Water Purifier,2,9416.17,15,10122.13,80,973.62,Net Banking,Distributor,In Transit,Priyanka,Bengaluru,3,
ORD001078,2024-03-03,C0544,Customer 544,Consumer,West,Maharashtra,Mumbai,P009,Furniture,Sofa,3,24753.61,10,18364.6,80,2469.22,Net Banking,Marketplace,Delivered,Sonal,Nagpur,3,
ORD001079,2024-08-03,C0252,Customer 252,Consumer,East,Odisha,Bhubaneswar,P010,Office Supplies,Notebook Pack,1,180.41,10,115,450,2.14,UPI,Retail Store,Delivered,Asha,Hyderabad,4,
ORD001080,2024-10-10,C0675,Customer 675,Corporate,West,Gujarat,Gandhinagar,P002,Electronics,Smartphone,4,22922.8,10,21291.11,150,5245.47,Wallet,Online,Delivered,Farhan,Bengaluru,,
ORD001081,2024-03-10,C0243,Meera Joshi,Home Office,North,Delhi,Delhi,P014,Appliances,Air Cooler,2,8607.51,35,6421.26,450,211.29,Credit Card,Retail Store,Delivered,Nitin,Hyderabad,5,
ORD001082,2024-10-19,C0354,Customer 354,Consumer,West,Maharashtra,Pune,P004,Electronics,Monitor,4,13410.77,18,9957.7,200,1695.69,Net Banking,Marketplace,Delivered,Priyanka,Bengaluru,1,
ORD001083,2024-06-26,C0684,Customer 684,Corporate,East,West Bengal,Kolkata,P001,Electronics,Laptop,4,41253.23,7,39890.8,150,9688.81,Wallet,Marketplace,Returned,Kavita,Pune,,Price Issue
ORD001084,2024-04-06,C0145,Customer 145,Consumer,North,Uttar Pradesh,Lucknow,P017,Appliances,LED Bulb Pack,6,419.85,0,251.6,270,34.71,Credit Card,Marketplace,Delivered,Sonal,Bengaluru,1,
ORD001085,2024-12-24,C0151,Customer 151,Home Office,West,Maharashtra,Nagpur,P011,Office Supplies,Printer Paper,5,341.32,28,263.56,540,76.8,Debit Card,Distributor,Delivered,Jay,Udaipur,3,
ORD001086,2025-11-24,C0546,Customer 546,Small Business,South,Tamil Nadu,Chennai,P011,Office Supplies,Printer Paper,1,375.67,5,247.95,120,16.72,Net Banking,Marketplace,Returned,Nitin,Mumbai,3,Damaged
ORD001087,2024-06-18,C0267,Customer 267,Consumer,East,Odisha,Bhubaneswar,P013,Office Supplies,Stapler,4,225.94,3,179.26,120,14.07,Credit Card,Retail Store,Delivered,Farhan,Hyderabad,1,
ORD001088,2025-05-24,C0299,Customer 299,Consumer,North,Uttar Pradesh,Noida,P015,Appliances,Mixer Grinder,8,3793.2,7,2597.47,1080,875.8,Net Banking,Marketplace,Delivered,Priyanka,Ahmedabad,,
ORD001089,2024-09-09,C0151,Customer 151,Home Office,West,Maharashtra,Nagpur,P002,Electronics,Smartphone,1,23482.16,0,21627.08,200,1275.14,Debit Card,Distributor,Delivered,Farhan,Hyderabad,3,
ORD001090,2024-03-03,C0411,Customer 411,Consumer,North,Uttar Pradesh,Lucknow,P002,Electronics,Smartphone,2,23441.52,12,19081.73,600,1981.21,Credit Card,Distributor,Delivered,Sonal,Bengaluru,,
ORD001091,2025-04-28,C0383,Customer 383,Home Office,North,Rajasthan,Udaipur,P004,Electronics,Monitor,1,10481.65,15,10610.34,450,486.68,Net Banking,Online,Delivered,Imran,Pune,2,
ORD001092,2024-07-07,C0523,Customer 523,Consumer,West,Maharashtra,Pune,P015,Appliances,Mixer Grinder,2,3917.2,3,2725.47,250,153.6,Net Banking,Distributor,Delivered,Priyanka,Ahmedabad,2,
ORD001093,2024-12-02,C0260,Customer 260,Home Office,North,Rajasthan,Jaipur,P013,Office Supplies,Stapler,3,259.15,10,191.29,200,15.14,Debit Card,Distributor,Delivered,Nitin,Bhubaneswar,,
ORD001094,2024-02-25,C0348,Customer 348,Consumer,North,Rajasthan,Jodhpur,P015,Appliances,Mixer Grinder,1,2864.4,0,2292.88,250,39.2,UPI,Distributor,Cancelled,Sonal,Hyderabad,4,
ORD001095,2024-03-19,C0605,Customer 605,Corporate,North,Delhi,Delhi,P011,Office Supplies,Printer Paper,1,379.58,12,275.98,450,20.07,Net Banking,Distributor,Returned,Kavita,Ahmedabad,3,Wrong Product
ORD001096,2025-03-10,C0466,Customer 466,Consumer,North,Rajasthan,Jodhpur,P008,Furniture,Bookshelf,6,4681.57,0,3882.56,1080,749.05,Debit Card,Distributor,Delivered,Sonal,Chennai,1,
ORD001097,2024-05-07,C0311,Customer 311,Consumer,South,Karnataka,Mysuru,P015,Appliances,Mixer Grinder,4,2582.88,0,2445.33,80,338.36,COD,Distributor,Delivered,Priyanka,Bengaluru,4,
ORD001098,2024-03-21,C0590,Customer 590,Consumer,North,Delhi,Delhi,P016,Appliances,Water Purifier,2,13948.7,5,9896.12,150,511.11,Debit Card,Distributor,Delivered,Jay,Pune,,
ORD001099,2024-08-28,C0390,Customer 390,Corporate,South,Tamil Nadu,Chennai,P017,Appliances,LED Bulb Pack,6,475.7,10,284.63,810,38.2,Net Banking,Marketplace,In Transit,Ramesh,Pune,5,
ORD001100,2024-05-24,C0611,Customer 611,Consumer,West,Maharashtra,Pune,P012,Office Supplies,Pen Box,2,208.25,0,105.93,600,5.62,UPI,Marketplace,Delivered,Kavita,Gandhinagar,3,
ORD001101,2025-10-26,C0034,Customer 34,Small Business,West,Maharashtra,Mumbai,P014,Appliances,Air Cooler,3,8996.76,3,6093.31,200,610.29,Net Banking,Online,Delivered,Farhan,Ahmedabad,5,
ORD001102,2025-05-10,C0409,Customer 409,Corporate,North,Uttar Pradesh,Lucknow,P012,Office Supplies,Pen Box,3,177.55,0,96.39,600,24.38,UPI,Marketplace,Delivered,Jay,Surat,3,
ORD001103,2024-03-07,C0349,Customer 349,Home Office,East,West Bengal,Kolkata,P008,Furniture,Bookshelf,1,5252.01,10,4110.82,200,308.41,Debit Card,Retail Store,Returned,Mehul,Mysuru,3,Damaged
ORD001104,2025-06-23,C0653,Customer 653,Consumer,West,Maharashtra,Nagpur,P015,Appliances,Mixer Grinder,3,2812.23,0,2563.24,600,98.79,Wallet,Distributor,Delivered,Nitin,Chennai,4,
ORD001105,2024-03-05,C0678,Customer 678,Consumer,West,Maharashtra,Mumbai,P005,Electronics,Keyboard,3,1079.85,7,589.65,250,162.21,Debit Card,Marketplace,Delivered,Imran,Chennai,5,
ORD001106,2024-09-19,C0308,Priya Nair,Corporate,East,West Bengal,Kolkata,P004,Electronics,Monitor,2,11440.73,13,9777.2,120,400.5,Wallet,Retail Store,Delivered,Ramesh,Pune,1,
ORD001107,2024-11-19,C0069,Customer 69,Consumer,East,West Bengal,Kolkata,P013,Office Supplies,Stapler,1,272.37,25,163.82,120,7.57,Wallet,Marketplace,Delivered,Jay,Bengaluru,3,
ORD001108,2025-04-23,C0493,Customer 493,Corporate,West,Gujarat,Ahmedabad,P011,Office Supplies,Printer Paper,1,362.02,28,247.7,200,16.09,Net Banking,Online,Delivered,Farhan,Mumbai,1,
ORD001109,2025-06-28,C0158,Customer 158,Consumer,West,Gujarat,Gandhinagar,P008,Furniture,Bookshelf,1,5326.82,10,3971.95,300,65.06,COD,Marketplace,Delivered,Priyanka,Jaipur,5,
ORD001110,2024-03-01,C0133,Customer 133,Home Office,West,Maharashtra,Nagpur,P012,Office Supplies,Pen Box,1,169.12,10,100.69,600,8.81,COD,Retail Store,Delivered,Priyanka,Nagpur,5,
ORD001111,2025-05-19,C0647,Customer 647,Consumer,North,Delhi,Delhi,P012,Office Supplies,Pen Box,8,225.31,10,105.49,144,99.5,Debit Card,Marketplace,Delivered,Jay,Hyderabad,,
ORD001112,2025-10-15,C0307,Customer 307,Consumer,North,Uttar Pradesh,Lucknow,P015,Appliances,Mixer Grinder,5,2724.64,7,2568.62,450,581.12,Credit Card,Marketplace,Delivered,Priyanka,Hyderabad,4,
ORD001113,2024-06-27,C0203,Customer 203,Consumer,North,Rajasthan,Jaipur,P011,Office Supplies,Printer Paper,6,349.54,15,278.39,810,99.9,Credit Card,Online,Delivered,Imran,Delhi,5,
ORD001114,2025-06-09,C0547,Customer 547,Small Business,South,Karnataka,Bengaluru,P001,Electronics,Laptop,3,62946.94,7,44545.87,120,5844.15,Credit Card,Marketplace,Delivered,Farhan,Hyderabad,2,
ORD001115,2025-03-11,C0142,Customer 142,Small Business,South,Karnataka,Bengaluru,P005,Electronics,Keyboard,2,1041.3,3,575.32,250,116.93,Wallet,Distributor,Delivered,Imran,Ahmedabad,4,
ORD001116,2025-02-26,C0187,Customer 187,Corporate,North,Delhi,Delhi,P013,Office Supplies,Stapler,2,352.03,28,175.82,250,11.47,Credit Card,Distributor,Delivered,Asha,Pune,5,
ORD001117,2024-07-24,C0590,Customer 590,Consumer,North,Delhi,Delhi,P008,Furniture,Bookshelf,5,6227.65,5,4030.46,216,1841.73,COD,Online,Delivered,Imran,Pune,2,
ORD001118,2025-01-25,C0242,Customer 242,Corporate,North,Rajasthan,Jodhpur,P013,Office Supplies,Stapler,2,256.51,0,162.04,450,6.86,Debit Card,Retail Store,Returned,Priyanka,Delhi,5,Price Issue
ORD001119,2025-11-12,C0054,Customer 54,Consumer,South,Tamil Nadu,Chennai,P010,Office Supplies,Notebook Pack,1,235.28,10,117.45,300,11.9,COD,Retail Store,Delivered,Asha,Nagpur,2,
ORD001120,2025-09-29,C0284,Customer 284,Corporate,East,Bihar,Patna,P011,Office Supplies,Printer Paper,6,298.4,20,288.14,216,97.75,UPI,Marketplace,Delivered,Kavita,Pune,3,
ORD001121,2024-06-05,C0186,Customer 186,Small Business,East,Odisha,Bhubaneswar,P008,Furniture,Bookshelf,2,4467.42,3,4076.01,600,159.61,Credit Card,Distributor,Delivered,Ramesh,Pune,3,
ORD001122,2025-10-28,C0335,Customer 335,Consumer,West,Gujarat,Gandhinagar,P004,Electronics,Monitor,5,12758.58,15,9438.14,450,2660.32,Credit Card,Retail Store,In Transit,Jay,Bengaluru,3,
ORD001123,2025-11-09,C0382,Customer 382,Home Office,North,Rajasthan,Udaipur,P003,Electronics,Bluetooth Speaker,1,2180.58,7,1885.07,300,120.3,Wallet,Distributor,Delivered,Asha,Pune,3,
ORD001124,2024-09-05,C0113,Customer 113,Corporate,East,Bihar,Patna,P011,Office Supplies,Printer Paper,4,278.25,22,253.31,250,33.92,Net Banking,Online,Delivered,Farhan,Ahmedabad,2,
ORD001125,2024-07-23,C0374,Customer 374,Consumer,North,Delhi,Delhi,P014,Appliances,Air Cooler,1,8253.79,0,6430.41,450,289.29,COD,Marketplace,Delivered,Priyanka,Hyderabad,1,
ORD001126,2024-01-23,C0518,Customer 518,Consumer,South,Karnataka,Bengaluru,P002,Electronics,Smartphone,4,28071.88,12,20138.12,150,3849.17,COD,Online,Delivered,Nitin,Chennai,5,
ORD001127,2024-03-01,C0118,Customer 118,Consumer,North,Delhi,Delhi,P013,Office Supplies,Stapler,10,358.51,7,177.59,810,202.73,Debit Card,Online,Delivered,Asha,Surat,4,
ORD001128,2025-05-06,C0390,Customer 390,Corporate,South,Tamil Nadu,Chennai,P016,Appliances,Water Purifier,1,11485.94,12,10162.25,250,371.82,Credit Card,Distributor,Delivered,Farhan,Hyderabad,3,
ORD001129,2025-02-21,C0030,Customer 30,Consumer,West,Maharashtra,Pune,P008,Furniture,Bookshelf,1,6756.67,7,4297.98,300,397.61,Credit Card,Marketplace,Delivered,Priyanka,Patna,1,
ORD001130,2024-11-12,C0389,Customer 389,Home Office,South,Telangana,Hyderabad,P017,Appliances,LED Bulb Pack,2,561.06,7,264.56,80,30.92,Credit Card,Distributor,Delivered,Kavita,Hyderabad,1,
ORD001131,2025-04-05,C0151,Customer 151,Home Office,West,Maharashtra,Nagpur,P001,Electronics,Laptop,4,48583.73,12,40392.47,600,6627.9,Wallet,Retail Store,Delivered,Sonal,Ahmedabad,4,
ORD001132,2025-03-29,C0426,Customer 426,Consumer,North,Rajasthan,Jodhpur,P004,Electronics,Monitor,2,10147.75,13,9027.5,80,1214.47,UPI,Online,Delivered,Asha,Chennai,5,
ORD001133,2025-11-19,C0647,Customer 647,Consumer,North,Delhi,Delhi,P015,Appliances,Mixer Grinder,1,3663.44,0,2468.03,80,41.67,Debit Card,Retail Store,Delivered,Mehul,Ahmedabad,2,
ORD001134,2024-03-23,C0285,Customer 285,Consumer,West,Maharashtra,Pune,P004,Electronics,Monitor,2,14035.77,5,10677.09,200,784.92,Net Banking,Retail Store,Delivered,Imran,Chennai,3,
ORD001135,2025-11-28,C0170,Customer 170,Consumer,South,Tamil Nadu,Chennai,P005,Electronics,Keyboard,1,923.64,10,532.72,120,17.75,COD,Online,In Transit,Jay,Bengaluru,1,
ORD001136,2024-04-09,C0013,Customer 13,Consumer,West,Maharashtra,Nagpur,P011,Office Supplies,Printer Paper,1,327.56,0,252.97,250,15.91,Wallet,Online,Delivered,Asha,Chennai,5,
ORD001137,2025-04-13,C0401,Customer 401,Small Business,South,Telangana,Hyderabad,P011,Office Supplies,Printer Paper,5,389.57,0,262.75,270,43.93,Net Banking,Retail Store,Delivered,Sonal,Patna,2,
ORD001138,2025-06-23,C0232,Customer 232,Small Business,South,Tamil Nadu,Chennai,P003,Electronics,Bluetooth Speaker,5,2723.36,10,1764.9,450,672.66,Net Banking,Online,Delivered,Farhan,Chennai,1,
ORD001139,2024-05-14,C0514,Customer 514,Consumer,East,Odisha,Bhubaneswar,P004,Electronics,Monitor,5,10822.45,15,10199.57,270,2944.76,COD,Retail Store,Delivered,Jay,Hyderabad,1,
ORD001140,2025-11-22,C0072,Customer 72,Corporate,West,Maharashtra,Mumbai,P017,Appliances,LED Bulb Pack,1,548.24,0,252.39,200,9.77,COD,Online,Delivered,Jay,Hyderabad,3,
ORD001141,2025-08-02,C0282,Customer 282,Small Business,South,Karnataka,Bengaluru,P002,Electronics,Smartphone,5,29375.47,5,22270.11,540,7071.61,Debit Card,Marketplace,Delivered,Imran,Bengaluru,2,
ORD001142,2025-02-28,C0056,Customer 56,Consumer,West,Gujarat,Surat,P015,Appliances,Mixer Grinder,4,3686.99,3,2495.87,600,150.22,COD,Online,Cancelled,Kavita,Pune,4,
